contract_decimals,contract_name,contract_ticker_symbol,contract_address,supports_erc,logo_url,quote_rate,rank
4,Celsius,CEL,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,,https://logos.covalenthq.com/tokens/0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d.png,6.3289723,55
18,yearn.finance,YFI,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,,https://logos.covalenthq.com/tokens/0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e.png,50188.086,62
18,Amp,AMP,0xff20817765cb7f73d4bde2e66e067e58d11095c2,,https://logos.covalenthq.com/tokens/0xff20817765cb7f73d4bde2e66e067e58d11095c2.png,0.048681434,63
2,Telcoin,TEL,0x467bccd9d29f223bce8043b84e8c8b282827790f,,https://logos.covalenthq.com/tokens/0x467bccd9d29f223bce8043b84e8c8b282827790f.png,0.030479988,66
18,chiliZ,CHZ,0x3506424f91fd33084466f402d5d97f05f8e3b4af,,https://logos.covalenthq.com/tokens/0x3506424f91fd33084466f402d5d97f05f8e3b4af.png,0.29131588,67
18,HoloToken,HOT,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,,https://logos.covalenthq.com/tokens/0x6c6ee5e31d828de241282b9606c8e98ea48526e2.png,0.007924255,70
18,Nexo,NEXO,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,,https://logos.covalenthq.com/tokens/0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206.png,2.3996854,71
18,Enjin Coin,ENJ,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,,https://logos.covalenthq.com/tokens/0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c.png,1.3592166,73
18,Basic Attention Token,BAT,0x0d8775f648430679a709e98d2b0cb6250d2887ef,,https://logos.covalenthq.com/tokens/0x0d8775f648430679a709e98d2b0cb6250d2887ef.png,0.8283571,74
18,Paxos Standard,PAX,0x8e870d67f660d95d5be530380d0ec0bd388289e1,,https://logos.covalenthq.com/tokens/0x8e870d67f660d95d5be530380d0ec0bd388289e1.png,0.9894694,77
18,TrueUSD,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,,https://logos.covalenthq.com/tokens/0x0000000000085d4780b73119b644ae5ecd22b376.png,0.9705378,78
18,Huobi BTC,HBTC,0x0316eb71485b0ab14103307bf65a021042c6d380,,https://logos.covalenthq.com/tokens/0x0316eb71485b0ab14103307bf65a021042c6d380.png,35941.03,80
18,Decentraland MANA,MANA,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,,https://logos.covalenthq.com/tokens/0x0f5d2fb29fb7d3cfee444a200298f468908cc942.png,0.89481115,81
18,Fantom Token,FTM,0x4e15361fd6b4bb609fa63c81a2be19d873717870,,https://logos.covalenthq.com/tokens/0x4e15361fd6b4bb609fa63c81a2be19d873717870.png,0.44624647,82
